MSW05_Binomial,5-1_AdultBodyMass_g,9-1_GestationLen_d,14-1_InterbirthInterval_d,15-1_LitterSize,17-1_MaxLongevity_m,23-1_SexualMaturityAge_d,24-1_TeatNumber,25-1_WeaningAge_d,6-1_DietBreadth,6-2_TrophicLevel,1-1_ActivityCycle,26-1_GR_Area_km2,21-1_PopulationDensity_n/km2
Hypsiprymnodon moschatus,534.25,-999.0,365.0,2.04,72.0,413.84,-999,268.47,4.0,2,2.0,26547.14,239.99
Hypsugo alaschanicus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,87983.24,-999.0
Hypsugo anchietae,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2206641.46,-999.0
Hypsugo anthonyi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,447.91,-999.0
Hypsugo arabicus,3.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,4494.53,-999.0
Hypsugo ariel,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,201108.27,-999.0
Hypsugo bodenheimeri,2.73,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,43430.39,-999.0
Hypsugo cadornae,6.69,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,986078.54,-999.0
Hypsugo crassulus,6.09,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1804053.89,-999.0
Hypsugo eisentrauti,6.11,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,415632.14,-999.0
Hypsugo imbricatus,6.29,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,268035.03,-999.0
Hypsugo joffrei,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,452.69,-999.0
Hypsugo kitcheneri,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,27759.22,-999.0
Hypsugo lophurus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2.7,-999.0
Hypsugo macrotis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,98079.15,-999.0
Hypsugo musciculus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1248407.58,-999.0
Hypsugo pulveratus,5.53,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1451043.87,-999.0
Hypsugo savii,6.3,-999.0,-999.0,2.0,-999.0,78.66,-999,52.1,1.0,3,-999.0,4646012.88,-999.0
Hypsugo vordermanni,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,19828.26,-999.0
Hystrix africaeaustralis,14936.02,93.49,375.0,1.51,240.0,438.45,-999,70.34,3.0,1,1.0,8461036.56,-999.0
Hystrix brachyura,8000.0,112.0,-999.0,1.41,327.6,-999.0,6,-999.0,6.0,2,1.0,5702383.4,-999.0
Hystrix crassispinis,4584.6,112.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,6.0,2,-999.0,107350.34,-999.0
Hystrix cristata,13406.27,79.19,-999.0,1.73,-999.0,-999.0,5,-999.0,6.0,2,1.0,16282509.88,-999.0
Hystrix indica,14298.6,112.0,109.0,1.73,-999.0,-999.0,-999,-999.0,6.0,2,1.0,9590116.31,5.11
Hystrix javanica,-999.0,112.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,6.0,2,-999.0,170023.72,-999.0
Hystrix pumila,3544.26,112.0,-999.0,-999.0,114.0,-999.0,-999,-999.0,6.0,2,-999.0,12831.87,-999.0
Hystrix sumatrae,-999.0,112.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,6.0,2,-999.0,63160.2,-999.0
Ia io,49.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1379038.44,-999.0
Ichneumia albicauda,3628.4,-999.0,-999.0,2.35,144.0,754.74,-999,-999.0,1.0,3,1.0,14326821.09,3.7
Ichthyomys hydrobates,66.39,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,86926.23,-999.0
Ichthyomys pittieri,69.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,10167.28,-999.0
Ichthyomys stolzmanni,84.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,2.0,3,1.0,41721.31,-999.0
Ichthyomys tweedii,118.5,-999.0,-999.0,1.94,-999.0,-999.0,-999,-999.0,2.0,3,1.0,18775.04,-999.0
Ictonyx libyca,225.18,37.78,-999.0,2.0,60.0,-999.0,4,-999.0,6.0,2,1.0,12285728.6,-999.0
Ictonyx striatus,811.02,36.76,365.0,2.3,160.0,447.7,4,59.09,6.0,2,1.0,16688705.64,-999.0
Idionycteris phyllotis,12.13,-999.0,-999.0,0.99,38.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1388848.49,-999.0
Idiurus macrotis,27.23,-999.0,-999.0,0.97,-999.0,-999.0,-999,-999.0,1.0,1,1.0,1914031.99,374.23
Idiurus zenkeri,100.0,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1610073.88,-999.0
Indopacetus pacificus,2200000.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Indri indri,8565.48,136.5,912.5,1.01,-999.0,1605.69,2,331.34,4.0,1,3.0,39504.84,10.62
Inia geoffrensis,121430.76,314.25,-999.0,1.0,360.0,-999.0,-999,-999.0,2.0,3,3.0,-999.0,-999.0
Iomys horsfieldii,155.5,-999.0,-999.0,2.64,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,811008.54,-999.0
Iomys sipora,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1251.23,-999.0
Irenomys tarsalis,43.15,-999.0,-999.0,3.85,-999.0,-999.0,-999,-999.0,7.0,2,1.0,148428.47,287.87
Isolobodon montanus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Isolobodon portoricensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Isoodon auratus,425.0,12.0,-999.0,2.6,-999.0,-999.0,-999,-999.0,2.0,2,2.0,61802.53,173.2
Isoodon macrourus,1505.77,12.51,60.5,3.13,36.0,184.92,8,62.99,4.0,2,2.0,1181088.16,70.0
Isoodon obesulus,824.76,15.0,114.75,2.33,45.0,171.1,-999,59.99,2.0,2,2.0,354752.76,40.0
Isothrix bistriata,444.99,-999.0,-999.0,0.97,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,2821324.26,-999.0
Isothrix negrensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Isothrix pagurus,210.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,272146.79,-999.0
Isothrix sinnamariensis,291.73,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Kerivoula eriophora,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,4125.14,-999.0
Kerivoula flora,6.01,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,55582.84,-999.0
Kerivoula hardwickii,4.55,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,4798120.88,-999.0
Kerivoula intermedia,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,39838.82,-999.0
Kerivoula lanosa,6.66,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,12127805.94,-999.0
Kerivoula lenis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Kerivoula minuta,2.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,98737.55,-999.0
Kerivoula muscina,5.29,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,260157.07,-999.0
Kerivoula myrella,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,11762.42,-999.0
Kerivoula papillosa,10.21,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,743080.6,-999.0
Kerivoula pellucida,4.14,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1341930.02,-999.0
Kerivoula phalaena,3.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,584946.43,-999.0
Kerivoula picta,4.5,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,5721855.45,-999.0
Kerivoula smithii,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,358126.23,-999.0
Kerivoula whiteheadi,3.29,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,393863.37,-999.0
Kerodon acrobata,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Kerodon rupestris,799.15,75.89,86.15,1.52,132.0,92.97,-999,34.9,1.0,1,-999.0,1805180.18,-999.0
Kobus ellipsiprymnus,204393.48,270.0,365.0,1.0,239.04,1426.44,4,212.91,2.0,1,2.0,10067123.88,2.46
Kobus kob,80035.21,254.76,-999.0,1.0,263.04,465.57,4,188.64,1.0,1,-999.0,3179796.65,2.6
Kobus leche,88645.04,229.8,-999.0,1.0,222.96,925.38,4,133.45,2.0,1,2.0,229752.09,31.0
Kobus megaceros,85805.93,-999.0,-999.0,-999.0,224.04,-999.0,4,-999.0,-999.0,-999,-999.0,82555.03,0.34
Kobus vardonii,71462.72,258.09,365.0,1.0,-999.0,-999.0,4,212.91,2.0,1,2.0,1026509.33,4.78
Kogia breviceps,431500.0,-999.0,-999.0,0.97,204.0,-999.0,-999,-999.0,2.0,3,-999.0,-999.0,-999.0
Kogia sima,183066.66,273.75,-999.0,1.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,-999.0,-999.0
Komodomys rintjanus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,210.95,-999.0
Kunsia fronto,167.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,2.0,1,-999.0,59646.88,-999.0
Kunsia tomentosus,115.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,231160.88,-999.0
Laephotis angolensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,200961.44,-999.0
Laephotis botswanae,7.28,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1429843.0,-999.0
Laephotis namibensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,49895.04,-999.0
Laephotis wintoni,6.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,5052431.85,-999.0
Lagenodelphis hosei,164000.0,-999.0,-999.0,1.0,-999.0,2598.64,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Lagenorhynchus acutus,186517.55,319.37,-999.0,1.22,324.0,2614.5,-999,547.5,2.0,3,-999.0,-999.0,-999.0
Lagenorhynchus albirostris,186634.86,365.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,2.0,3,-999.0,-999.0,-999.0
Lagenorhynchus australis,119999.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Lagenorhynchus cruciger,109999.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Lagenorhynchus obliquidens,109694.46,319.01,-999.0,1.0,300.0,-999.0,-999,-999.0,2.0,3,-999.0,-999.0,-999.0
Lagenorhynchus obscurus,127499.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,2.0,3,-999.0,-999.0,-999.0
Lagidium peruanum,1220.0,140.0,-999.0,1.0,234.0,202.08,2,40.71,2.0,1,3.0,410167.5,1.6
Lagidium viscacia,1539.99,129.99,-999.0,1.0,-999.0,-999.0,2,1.94,-999.0,-999,3.0,736737.68,-999.0
Lagidium wolffsohni,2682.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,-999,3.0,11203.88,-999.0
Lagorchestes asomatus,1500.0,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Lagorchestes conspicillatus,2821.01,31.09,152.54,1.0,72.0,390.88,-999,204.0,-999.0,-999,-999.0,1933721.5,41.99
Lagorchestes hirsutus,1407.14,-999.0,125.0,1.0,96.0,373.77,-999,150.0,3.0,1,1.0,89.5,18.13
Lagorchestes leporides,3000.0,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Manis gigantea,32999.7,-999.0,365.0,-999.0,-999.0,755.15,-999,-999.0,-999.0,-999,-999.0,3277538.77,-999.0
Manis javanica,4861.71,-999.0,365.0,1.0,-999.0,755.15,2,-999.0,1.0,3,-999.0,2642894.09,-999.0
Manis pentadactyla,4675.0,-999.0,365.0,1.0,-999.0,755.15,2,85.51,1.0,3,1.0,2909570.32,-999.0
Manis temminckii,11943.74,139.0,365.0,1.0,-999.0,755.15,2,59.27,1.0,3,2.0,7184102.64,-999.0
Manis tetradactyla,2749.98,-999.0,365.0,1.05,-999.0,755.15,-999,-999.0,-999.0,-999,-999.0,2565481.1,-999.0
Manis tricuspis,1539.31,126.85,273.75,1.0,-999.0,755.15,-999,177.82,-999.0,-999,-999.0,5968402.76,44.28
Margaretamys beccarii,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,72428.12,-999.0
Meriones meridianus,-999.0,23.95,-999.0,5.64,-999.0,-999.0,-999,20.84,-999.0,-999,-999.0,5445355.02,-999.0
Meriones persicus,107.52,28.0,-999.0,5.83,-999.0,-999.0,-999,19.0,-999.0,-999,-999.0,2280776.33,132.86
Meriones rex,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,511676.34,-999.0
Meriones sacramenti,-999.0,-999.0,-999.0,5.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,4930.65,-999.0
Meriones shawi,90.6,24.8,31.25,5.84,-999.0,92.22,-999,29.31,-999.0,-999,-999.0,1406829.61,-999.0
Meriones tamariscinus,-999.0,-999.0,27.0,4.04,-999.0,-999.0,-999,17.44,-999.0,-999,-999.0,2233932.41,-999.0
Meriones tristrami,111.62,23.99,-999.0,5.8,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1199186.24,-999.0
Meriones unguiculatus,57.75,25.09,46.0,5.01,24.0,56.5,-999,23.95,-999.0,-999,2.0,1946733.07,-999.0
Meriones vinogradovi,117.0,21.89,-999.0,7.48,40.0,-999.0,-999,-999.0,-999.0,-999,-999.0,447673.37,-999.0
Meriones zarudnyi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,243895.89,-999.0
Mesechinus dauuricus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,2.0,3,1.0,607920.22,-999.0
Mesechinus hughi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,2.0,3,1.0,379917.4,-999.0
Mesembriomys gouldii,716.49,44.03,-999.0,1.87,46.8,51.02,4,48.99,-999.0,-999,-999.0,296274.86,-999.0
Mesembriomys macrurus,294.28,-999.0,-999.0,2.0,-999.0,-999.0,4,-999.0,-999.0,-999,-999.0,106059.11,-999.0
Megaerops kusnotoi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,4065.54,-999.0
Megaerops niphanae,32.59,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,171269.5,-999.0
Megaerops wetmorei,18.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,129280.16,-999.0
Megaloglossus woermanni,16.71,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,3485546.58,-999.0
Molossus pretiosus,98.0,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2510175.15,-999.0
Molossus rufus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,15178757.42,-999.0
Molossus sinaloae,21.09,-999.0,-999.0,1.03,-999.0,-999.0,-999,47.25,1.0,3,-999.0,2026991.98,-999.0
Monachus monachus,294881.33,334.58,730.0,1.0,284.4,1567.84,-999,42.75,6.0,2,2.0,-999.0,-999.0
Monachus schauinslandi,222999.99,344.15,467.39,1.0,360.0,1687.65,-999,37.13,6.0,2,1.0,-999.0,-999.0
Monachus tropicalis,197758.36,-999.0,547.5,1.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,-999.0,-999.0
Monodelphis adusta,36.04,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,3.0,2,1.0,505245.72,-999.0
Monodelphis americana,19.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,3.0,1022061.77,-999.0
Monodelphis brevicaudata,78.84,-999.0,-999.0,7.24,12.0,187.19,-999,-999.0,2.0,2,2.0,-999.0,49.81
Monodelphis dimidiata,44.56,-999.0,334.58,12.0,12.0,-999.0,-999,55.68,5.0,2,2.0,1385763.24,200.0
Monodelphis domestica,93.45,14.55,52.5,7.29,72.0,162.11,-999,49.49,2.0,3,2.0,2708946.4,400.0
Monodelphis emiliae,52.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,959841.81,-999.0
Monodelphis glirina,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Monodelphis iheringi,112.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,229715.82,-999.0
Monodelphis kunsi,11.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,298062.7,-999.0
Monodelphis maraxina,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,37711.99,-999.0
Monodelphis osgoodi,112.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,45995.47,-999.0
Monodelphis palliolata,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Megalomys desmarestii,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Megalomys luciae,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Megaoryzomys curioi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Megaptera novaeangliae,30000000.01,349.79,730.0,1.0,1140.0,1310.35,-999,318.46,2.0,3,-999.0,-999.0,-999.0
Megasorex gigas,11.71,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,175398.19,-999.0
Melanomys caliginosus,41.0,-999.0,-999.0,1.45,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,595659.43,-999.0
Melanomys robustulus,53.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,8638.62,-999.0
Melanomys zunigae,53.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,9675.46,-999.0
Melasmothrix naso,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2059.07,-999.0
Meles anakuma,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Meles leucurus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Meles meles,11884.03,48.6,365.0,3.11,194.4,420.91,6,91.3,1.0,3,2.0,-999.0,2.52
Mellivora capensis,8999.99,181.46,182.5,2.35,318.0,-999.0,4,23.86,6.0,2,2.0,27823522.11,-999.0
Miopithecus talapoin,1248.86,164.38,365.0,1.01,370.8,1733.36,-999,178.98,3.0,2,3.0,258766.21,42.07
Mirounga angustirostris,1112390.81,290.63,365.0,1.0,243.5,1522.5,-999,27.37,6.0,2,2.0,-999.0,-999.0
Mirounga leonina,1600000.0,243.33,365.0,1.0,276.0,1607.08,-999,22.93,2.0,3,2.0,-999.0,-999.0
Mirza coquereli,326.5,88.58,365.0,1.71,183.6,343.74,4,136.0,4.0,2,1.0,58761.86,107.17
Mogera imaizumii,65.53,-999.0,-999.0,3.25,42.0,-999.0,-999,-999.0,2.0,2,2.0,105817.66,-999.0
Mogera insularis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,999215.83,-999.0
Mogera tokudae,133.48,40.0,-999.0,3.26,-999.0,-999.0,-999,-999.0,2.0,2,2.0,2190.11,-999.0
Mogera uchidai,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,2.0,0.03,-999.0
Mogera wogura,96.88,40.0,-999.0,3.78,42.0,-999.0,-999,-999.0,3.0,2,2.0,975185.29,4999.99
Molossops aequatorianus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,130439.11,-999.0
Molossops mattogrossensis,7.48,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,5565787.46,-999.0
Molossops neglectus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,8086531.07,-999.0
Molossops temminckii,5.86,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,7264791.36,-999.0
Molossus aztecus,14.86,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,382245.88,-999.0
Molossus barnesi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,3843.41,-999.0
Molossus coibensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,4795656.58,-999.0
Molossus currentium,17.79,-999.0,-999.0,0.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1346846.01,-999.0
Molossus molossus,13.7,107.97,-999.0,0.99,-999.0,103.46,-999,60.45,1.0,3,-999.0,16538107.62,-999.0
Monodelphis rubida,45.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,410687.39,-999.0
Monodelphis scalops,763.19,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,175704.11,-999.0
Monodelphis sorex,48.0,-999.0,-999.0,-999.0,-999.0,-999.0,25,-999.0,1.0,3,1.0,875360.94,-999.0
Monodelphis theresa,112.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,177325.11,-999.0
Monodelphis umbristriata,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Monodelphis unistriata,55.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,6.86,-999.0
Monodon monoceros,938126.44,441.04,912.5,1.0,480.0,2580.24,-999,608.33,2.0,3,-999.0,-999.0,-999.0
Monophyllus plethodon,15.33,-999.0,-999.0,0.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,4183.11,-999.0
Monophyllus redmani,8.79,-999.0,-999.0,0.99,-999.0,-999.0,-999,-999.0,3.0,2,-999.0,203276.18,-999.0
Monticolomys koopmani,25.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Mops brachypterus,16.0,-999.0,-999.0,0.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,3079756.19,-999.0
Mops condylurus,26.59,88.64,-999.0,1.0,-999.0,285.63,-999,49.99,1.0,3,-999.0,16249258.42,-999.0
