Species1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Range.Size
Brachypteryx montana,15.5,3.3,3.9,31.0,64.3,6.4,17.68,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,103057.9
Brachypteryx poliogyna,15.5,3.3,3.9,31.0,64.3,6.4,17.68,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,154506.69
Brachypteryx saturata,15.5,3.3,3.9,31.0,64.3,6.4,17.68,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,229284.04
Brachypteryx sinensis,15.5,3.3,3.9,31.0,64.3,6.4,17.68,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,1568877.35
Bradornis boehmi,13.1,3.7,4.3,18.3,79.4,15.1,19.3,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,863704.75
Bradornis comitatus,13.3,4.8,3.8,15.5,63.9,7.7,14.1,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3634771.07
Bradornis fuliginosus,10.1,3.2,3.5,11.6,81.2,19.6,17.7,Forest,2,1.0,Carnivore,Invertivore,Insessorial,3058321.55
Bradornis mariquensis,15.8,4.0,4.5,22.0,85.8,16.4,25.18,Grassland,3,1.0,Carnivore,Invertivore,Insessorial,1651176.93
Bradornis microrhynchus,15.6,3.9,4.0,20.5,81.3,13.9,19.48,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,2477905.95
Bradornis ussheri,9.8,3.9,3.5,13.9,82.6,21.3,17.84,Forest,1,1.0,Carnivore,Invertivore,Insessorial,473137.79
Calliope calliope,16.2,3.4,3.7,28.8,78.2,17.7,18.5,Shrubland,2,3.0,Carnivore,Invertivore,Terrestrial,10841460.62
Calliope obscura,14.2,3.5,3.3,26.7,68.0,13.5,19.6,Forest,1,2.0,Carnivore,Invertivore,Generalist,67106.71
Calliope pectardens,15.0,3.0,3.1,26.5,71.0,12.7,14.5,Forest,2,3.0,Carnivore,Invertivore,Terrestrial,814933.45
Calliope pectoralis,15.9,3.3,3.7,29.6,70.8,10.6,23.27,Grassland,2,2.0,Carnivore,Invertivore,Terrestrial,2514975.4
Calliope tschebaiewi,15.9,3.3,3.7,29.6,70.8,10.6,23.27,Grassland,2,2.0,Carnivore,Invertivore,Terrestrial,1312698.81
Campicoloides bifasciatus,19.8,4.3,4.7,31.0,89.4,15.5,35.0,Rock,3,1.0,Carnivore,Invertivore,Insessorial,244640.94
Cercotrichas galactotes,19.2,3.8,4.0,24.0,85.7,18.7,20.3,Shrubland,2,3.0,Omnivore,Invertivore,Generalist,9230677.97
Cercotrichas hartlaubi,16.6,3.1,3.8,26.0,62.4,4.8,19.2,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,612316.42
Cercotrichas leucophrys,16.0,3.4,3.9,24.0,67.3,7.6,16.49,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,8126492.58
Cercotrichas paena,17.9,3.3,3.4,26.2,67.9,10.5,19.7,Shrubland,2,1.0,Omnivore,Invertivore,Generalist,1909273.6
Cercotrichas podobe,18.2,3.8,4.3,27.8,86.6,15.1,23.91,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,3790267.02
Chamaetylas choloensis,19.2,3.9,5.2,28.7,96.0,17.0,41.3,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,4661.03
Chamaetylas fuelleborni,22.4,5.2,6.2,34.1,105.5,20.6,52.0,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,189262.11
Chamaetylas poliocephala,19.2,4.6,5.2,27.0,86.5,14.8,32.37,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,1599692.41
Chamaetylas poliophrys,18.7,4.5,4.9,25.8,93.0,13.1,35.2,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,76094.57
Cichladusa arquata,20.1,4.4,5.0,26.2,87.0,10.5,34.2,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,2314814.62
Cichladusa guttata,19.1,3.9,4.3,25.8,84.4,9.8,23.11,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,1373382.96
Cichladusa ruficauda,17.9,4.1,4.9,24.9,85.7,11.2,28.53,Shrubland,2,1.0,Omnivore,Invertivore,Generalist,699193.3
Cinclidium frontale,16.0,3.5,4.0,35.3,82.4,10.2,25.4,Forest,1,2.0,Carnivore,Invertivore,Generalist,219607.05
Copsychus albospecularis,16.9,4.1,4.9,24.4,71.7,8.8,22.74,Forest,2,1.0,Carnivore,Invertivore,Generalist,239689.82
Copsychus mindanensis,23.2,5.4,5.8,29.5,97.5,18.7,32.9,Woodland,1,1.0,Carnivore,Invertivore,Terrestrial,275178.45
Copsychus pica,23.2,5.4,5.8,29.5,97.5,18.7,22.74,Forest,2,1.0,Carnivore,Invertivore,Generalist,351230.76
Copsychus saularis,23.2,5.4,5.8,29.5,97.5,18.7,36.0,Woodland,1,1.0,Carnivore,Invertivore,Terrestrial,9009660.2
Copsychus sechellarum,26.3,5.7,6.6,36.5,116.2,19.0,70.74,Forest,1,1.0,Carnivore,Omnivore,Terrestrial,5.13
Cossypha albicapillus,23.3,5.1,5.9,34.0,124.8,20.0,58.5,Woodland,2,1.0,Carnivore,Invertivore,Terrestrial,1269495.3
Cossypha cyanocampter,18.0,4.0,4.3,27.1,83.6,8.0,26.7,Shrubland,1,1.0,Carnivore,Invertivore,Generalist,1817635.07
Cossypha dichroa,19.3,4.3,5.2,30.2,97.0,16.5,45.81,Forest,1,1.0,Carnivore,Invertivore,Insessorial,253533.92
Cossypha heinrichi,22.5,5.1,5.7,34.0,114.0,17.3,60.33,Forest,1,1.0,Carnivore,Invertivore,Generalist,6203.48
Cossypha heuglini,19.5,4.0,4.5,29.8,95.4,14.5,34.8,Riverine,2,1.0,Carnivore,Invertivore,Terrestrial,6366999.37
Cossypha natalensis,18.2,4.3,4.5,27.0,91.1,14.5,34.1,Woodland,2,1.0,Carnivore,Invertivore,Terrestrial,3643626.52
Cossypha niveicapilla,20.5,4.4,4.8,28.6,97.8,17.6,36.7,Woodland,2,1.0,Carnivore,Invertivore,Generalist,5176063.97
Cossypha semirufa,17.6,3.5,4.0,29.6,79.2,7.3,27.3,Forest,2,1.0,Carnivore,Invertivore,Generalist,865714.31
Cossyphicula roberti,14.8,4.5,3.8,20.3,67.8,10.3,34.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,100769.0
Cyanecula svecica,15.1,3.2,3.2,26.3,73.1,15.6,17.23,Grassland,2,3.0,Carnivore,Invertivore,Generalist,19896158.85
Cyanoptila cumatilis,14.6,4.7,4.2,14.7,90.5,27.6,22.5,Forest,1,3.0,Carnivore,Invertivore,Terrestrial,362758.58
Cyanoptila cyanomelana,14.6,4.7,4.2,14.7,90.5,27.6,22.5,Forest,1,3.0,Carnivore,Invertivore,Terrestrial,1562470.91
Cyornis banyumas,14.9,4.6,3.7,15.7,71.8,14.7,14.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1769236.14
Cyornis brunneatus,16.2,4.7,4.3,16.2,77.8,19.1,18.1,Forest,2,3.0,Carnivore,Invertivore,Insessorial,595328.22
Cyornis caerulatus,15.3,4.9,4.6,17.0,71.6,14.5,17.8,Forest,1,1.0,Carnivore,Invertivore,Insessorial,963047.21
Cyornis camarinensis,15.7,5.2,4.8,19.0,75.0,12.8,19.62,Forest,1,1.0,Carnivore,Invertivore,Insessorial,9248.34
Cyornis colonus,15.4,4.3,4.2,18.4,73.0,14.4,23.14,Forest,1,1.0,Carnivore,Invertivore,Insessorial,13551.2
Cyornis concretus,18.7,4.9,5.6,20.7,81.8,15.6,24.5,Forest,1,2.0,Carnivore,Invertivore,Insessorial,866448.98
Cyornis djampeanus,16.8,4.7,4.0,20.1,76.0,12.1,18.3,Forest,2,1.0,Carnivore,Invertivore,Insessorial,271.89
Cyornis glaucicomans,13.9,4.5,3.8,17.5,78.6,18.4,14.2,Forest,2,1.0,Carnivore,Invertivore,Insessorial,725614.98
Cyornis hainanus,13.9,4.3,3.5,16.2,68.4,14.7,14.4,Forest,1,2.0,Carnivore,Invertivore,Insessorial,1595419.54
Cyornis herioti,15.7,5.2,4.8,19.0,75.0,12.8,19.62,Forest,1,1.0,Carnivore,Invertivore,Insessorial,57832.7
Cyornis hoevelli,17.8,6.0,4.7,19.4,86.4,19.0,20.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,17280.87
Cyornis hyacinthinus,15.5,4.8,4.2,19.7,87.4,16.4,25.8,Forest,2,1.0,Carnivore,Invertivore,Insessorial,32681.54
Cyornis lemprieri,15.7,5.0,4.3,18.2,73.7,13.9,21.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,10987.03
Cyornis magnirostris,14.4,5.2,4.3,19.1,78.0,20.0,14.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,113575.17
Cyornis nicobaricus,17.1,4.8,4.8,16.6,79.0,17.0,18.1,Forest,2,3.0,Carnivore,Invertivore,Insessorial,1094.16
Cyornis olivaceus,14.5,5.1,3.7,16.7,70.8,15.4,15.7,Forest,1,1.0,Carnivore,Invertivore,Insessorial,595916.66
Cyornis omissus,16.3,5.0,4.3,17.9,73.6,15.8,18.0,Forest,2,1.0,Carnivore,Invertivore,Insessorial,162644.61
Cyornis oscillans,14.1,4.9,3.8,16.1,76.0,10.8,23.93,Forest,1,1.0,Carnivore,Invertivore,Insessorial,13365.86
Cyornis pallidipes,15.9,4.6,3.9,17.7,72.9,10.8,19.0,Forest,1,1.0,Omnivore,Invertivore,Insessorial,52751.57
Cyornis poliogenys,14.1,4.3,3.5,18.9,69.5,12.5,16.21,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,483417.77
Cyornis rubeculoides,13.5,4.4,3.6,16.1,65.7,13.5,14.2,Forest,2,1.0,Carnivore,Invertivore,Insessorial,768197.18
Cyornis ruckii,16.8,5.3,4.2,18.5,77.2,14.9,20.5,Forest,1,,Carnivore,Invertivore,Insessorial,5572.81
Cyornis ruficauda,15.4,4.7,4.3,16.0,72.8,15.0,17.3,Forest,1,1.0,Carnivore,Invertivore,Insessorial,81701.8
Cyornis rufigastra,14.1,4.8,3.5,16.9,69.5,10.9,18.3,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,429957.49
Cyornis sanfordi,16.7,5.3,4.2,17.5,83.2,14.9,20.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2049.13
Cyornis stresemanni,14.1,4.9,3.8,16.1,76.0,10.8,23.93,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3270.52
Cyornis sumatrensis,14.5,4.2,3.5,17.3,72.2,13.6,16.21,Forest,2,1.0,Carnivore,Invertivore,Insessorial,1034785.6
Cyornis superbus,15.6,4.6,3.9,15.7,71.0,14.2,18.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,686177.62
Cyornis tickelliae,14.5,4.2,3.5,17.3,72.2,13.6,16.21,Forest,2,1.0,Carnivore,Invertivore,Insessorial,1159313.02
Cyornis turcosus,14.7,5.0,3.9,18.2,75.3,13.2,16.21,Forest,1,1.0,Carnivore,Invertivore,Insessorial,836932.58
Cyornis umbratilis,17.1,5.7,4.4,16.0,76.2,15.4,18.2,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1143162.84
Cyornis unicolor,15.1,5.1,3.9,15.9,77.6,14.9,21.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2073999.9
Dessonornis anomalus,16.1,3.3,3.8,31.1,73.8,9.2,24.5,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,8084.35
Dessonornis archeri,15.5,3.5,3.8,29.3,71.8,7.8,22.8,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,60103.14
Dessonornis caffer,18.8,3.6,4.0,29.1,80.8,11.8,28.5,Forest,2,1.0,Carnivore,Invertivore,Generalist,1628062.49
Dessonornis humeralis,17.1,3.4,4.0,26.9,75.4,8.8,22.8,Woodland,2,1.0,Carnivore,Invertivore,Terrestrial,644971.31
Dessonornis macclounii,14.2,3.6,4.0,29.8,71.0,9.2,24.5,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,106253.94
Dessonornis mbuluensis,16.1,3.3,3.8,31.1,73.8,9.2,24.5,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,5320.51
Emarginata schlegelii,18.1,3.3,3.4,29.7,94.7,23.9,23.3,Shrubland,2,1.0,Omnivore,Invertivore,Generalist,1144740.06
Emarginata sinuata,15.2,3.1,3.5,27.6,77.2,14.9,18.1,Shrubland,2,1.0,Omnivore,Invertivore,Insessorial,793361.3
Emarginata tractrac,18.8,3.3,3.6,30.1,87.8,22.7,20.8,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,1018879.12
Enicurus immaculatus,18.6,3.4,3.9,26.2,89.5,21.6,25.5,Riverine,2,2.0,Carnivore,Aquatic predator,Terrestrial,921267.82
Enicurus leschenaulti,21.4,4.2,4.7,28.5,93.6,18.4,33.8,Riverine,3,1.0,Carnivore,Aquatic predator,Terrestrial,6166589.04
Enicurus maculatus,22.0,3.7,4.4,28.8,102.5,25.9,40.39,Wetland,1,1.0,Carnivore,Aquatic predator,Terrestrial,1640498.35
Enicurus ruficapillus,22.0,4.2,4.6,26.4,88.8,21.2,28.23,Forest,2,1.0,Carnivore,Aquatic predator,Terrestrial,1105095.6
Enicurus schistaceus,20.5,4.0,4.3,25.3,90.0,24.4,31.0,Riverine,3,1.0,Carnivore,Aquatic predator,Terrestrial,2441930.12
Enicurus scouleri,12.7,2.6,2.9,24.4,72.5,17.1,17.8,Riverine,3,1.0,Carnivore,Aquatic predator,Terrestrial,3341040.76
Enicurus velatus,17.3,3.4,3.7,23.4,74.5,20.1,33.0,Riverine,3,1.0,Carnivore,Aquatic predator,Terrestrial,103361.85
Erithacus rubecula,14.0,2.9,3.3,24.5,71.6,14.2,17.7,Forest,1,3.0,Carnivore,Omnivore,Generalist,10001378.73
Eumyias additus,13.7,4.7,3.9,18.8,79.0,16.0,22.49,Forest,2,1.0,Carnivore,Invertivore,Insessorial,4091.97
Eumyias albicaudatus,12.9,4.2,3.6,18.0,75.4,10.9,16.4,Forest,2,1.0,Carnivore,Invertivore,Insessorial,32809.71
Eumyias indigo,12.6,4.0,3.0,18.2,70.8,13.5,23.14,Forest,1,1.0,Carnivore,Invertivore,Insessorial,51109.22
Eumyias panayensis,14.2,4.6,3.5,16.8,75.6,12.3,20.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,173823.51
Eumyias ruficrissa,12.6,4.0,3.0,18.2,70.8,13.5,23.14,Forest,1,1.0,Carnivore,Invertivore,Insessorial,218383.0
Eumyias sordidus,15.3,4.8,3.6,16.7,75.7,11.9,25.14,Forest,2,1.0,Carnivore,Invertivore,Insessorial,5844.08
Eumyias thalassinus,12.0,5.0,3.3,13.8,76.2,15.7,18.1,Forest,1,1.0,Carnivore,Invertivore,Insessorial,4490414.63
Ficedula albicilla,12.1,3.7,3.2,16.4,68.4,18.2,10.8,Woodland,2,3.0,Carnivore,Invertivore,Insessorial,10678211.07
Ficedula albicollis,12.4,3.8,3.2,16.3,80.6,25.6,12.69,Woodland,1,3.0,Carnivore,Invertivore,Insessorial,2473537.35
Ficedula basilanica,13.1,3.8,3.6,19.5,62.0,8.1,13.54,Forest,1,1.0,Carnivore,Invertivore,Generalist,116046.89
Ficedula bonthaina,10.6,3.5,3.4,19.6,59.2,12.0,12.06,Forest,1,1.0,Carnivore,Invertivore,Insessorial,819.18
Ficedula buruensis,14.6,4.1,3.8,20.0,65.9,10.3,14.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,26661.65
Ficedula crypta,13.0,3.8,3.5,16.8,60.0,9.6,11.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,20661.05
Ficedula disposita,11.9,3.5,3.2,17.3,54.5,7.6,12.06,Forest,1,1.0,Carnivore,Invertivore,Insessorial,12034.25
Ficedula dumetoria,13.2,4.4,3.4,16.4,59.4,10.3,9.4,Forest,1,1.0,Carnivore,Invertivore,Insessorial,377877.31
Ficedula elisae,14.0,4.1,3.5,16.2,75.2,22.6,13.1,Forest,2,3.0,Carnivore,Invertivore,Insessorial,271834.93
Ficedula erithacus,10.9,3.2,2.8,15.7,70.3,17.0,10.0,Forest,1,1.0,Omnivore,Omnivore,Insessorial,1573474.27
Ficedula harterti,15.4,4.1,3.7,20.9,66.0,12.4,12.06,Forest,1,1.0,Carnivore,Invertivore,Insessorial,10702.41
Ficedula henrici,13.6,3.8,3.3,20.9,64.0,12.4,14.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,196.38
Ficedula hodgsoni,10.4,2.3,2.2,13.6,46.4,8.3,10.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,821471.25
Ficedula hyperythra,11.1,3.5,2.8,18.2,58.8,12.0,8.2,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2484967.86
Ficedula hypoleuca,12.8,4.1,3.2,17.6,79.3,24.2,13.79,Forest,1,3.0,Carnivore,Invertivore,Insessorial,7339714.14
Ficedula luzoniensis,11.1,3.5,2.8,18.2,58.8,12.0,8.2,Forest,1,1.0,Carnivore,Invertivore,Insessorial,88047.0
Ficedula mugimaki,11.9,3.9,3.3,15.7,72.4,22.4,11.7,Forest,2,3.0,Carnivore,Invertivore,Insessorial,5734054.5
Ficedula narcissina,14.0,4.1,3.5,16.2,75.2,22.6,13.1,Forest,2,3.0,Carnivore,Invertivore,Insessorial,544878.05
Ficedula nigrorufa,11.6,3.8,3.1,18.0,59.1,9.1,9.36,Forest,1,1.0,Carnivore,Invertivore,Generalist,21353.52
Ficedula owstoni,14.0,4.1,3.5,16.2,75.2,22.6,13.1,Forest,2,3.0,Carnivore,Invertivore,Insessorial,3775.15
Ficedula parva,12.8,3.5,2.9,15.4,67.0,17.0,10.8,Woodland,1,3.0,Carnivore,Invertivore,Insessorial,6006654.02
Ficedula platenae,13.8,4.1,3.7,19.2,61.2,8.3,12.06,Forest,1,1.0,Carnivore,Invertivore,Insessorial,11490.79
Ficedula riedeli,15.6,4.1,3.8,19.5,66.0,12.2,9.4,Forest,1,1.0,Carnivore,Invertivore,Insessorial,761.62
Ficedula ruficauda,13.4,4.0,3.4,14.3,75.1,17.6,13.3,Forest,2,3.0,Carnivore,Invertivore,Insessorial,522545.61
Ficedula rufigula,14.1,4.2,3.7,16.5,61.0,12.0,11.6,Forest,1,1.0,Carnivore,Invertivore,Insessorial,114166.09
Ficedula sapphira,11.9,3.4,2.7,15.7,60.0,12.7,7.8,Forest,2,3.0,Carnivore,Invertivore,Insessorial,1401814.75
Ficedula semitorquata,11.8,3.6,3.3,16.9,80.8,23.1,14.4,Woodland,2,3.0,Carnivore,Invertivore,Insessorial,613104.55
Ficedula strophiata,12.3,3.3,3.0,18.2,71.2,15.5,12.84,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1910324.82
Ficedula subrubra,12.0,3.4,3.0,16.9,66.4,13.8,10.4,Forest,2,3.0,Carnivore,Invertivore,Insessorial,8323.65
Ficedula superciliaris,11.8,3.5,2.9,16.4,63.0,16.4,8.0,Forest,1,2.0,Carnivore,Invertivore,Insessorial,1086206.8
Ficedula timorensis,13.2,3.7,3.2,20.2,62.2,10.6,12.06,Forest,2,1.0,Carnivore,Invertivore,Insessorial,5830.43
Ficedula tricolor,11.1,3.1,2.4,17.7,60.8,10.5,8.26,Forest,2,1.0,Carnivore,Invertivore,Insessorial,1598670.74
Ficedula westermanni,11.2,3.5,2.8,14.3,55.0,12.2,7.8,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3265491.04
Ficedula zanthopygia,13.1,3.8,3.6,14.8,67.9,18.0,12.11,Forest,1,3.0,Carnivore,Invertivore,Insessorial,2688431.56
Fraseria caerulescens,14.1,4.0,3.9,16.7,79.2,16.6,17.6,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,7513617.5
Fraseria cinerascens,16.2,4.0,4.0,18.1,76.8,10.9,23.1,Forest,2,1.0,Carnivore,Invertivore,Insessorial,3468124.59
Fraseria griseigularis,13.0,3.6,3.6,16.1,58.7,7.4,12.6,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2481287.77
Fraseria lendu,12.9,3.7,3.9,16.6,77.2,14.4,17.68,Forest,1,1.0,Carnivore,Invertivore,Insessorial,37404.93
Fraseria ocreata,19.4,4.6,5.2,21.8,94.0,16.4,35.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3285812.96
Fraseria olivascens,12.9,3.9,3.7,16.8,72.5,12.7,15.41,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1272600.1
Fraseria plumbea,12.9,3.3,3.5,17.6,63.4,11.1,12.8,Forest,1,1.0,Carnivore,Invertivore,Insessorial,7861104.0
